id,endereco_livre,uf,cidade,timestamp
1022,"AVENIDA URUGUAIANA, 3082, apto 201, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-26 05:44:34
1023,"RUA do ouvidor, 1470",RJ,Rio de Janeiro,2025-10-29 11:23:34
1024,"ESTRADA DOS ANDRADAS, 1689, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-06 12:16:34
1025,"VIELA BAHIA, 1960, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-06 22:47:34
1026,"LARGO QUINZE DE NOVEMBRO, 722, próximo ao mercado, CENTRO, São Paulo",SP,São Paulo,2025-11-15 07:49:34
1027,"Tv. eixo monumental, 1573",DF,Brasília,2025-11-07 08:54:34
1028,"TRAVESSA W3 NORTE, 3803, apto 301, ASA NORTE, Brasília",DF,Brasília,2025-11-18 19:37:34
1029,"ESTRADA PRIMEIRO DE MARÇO, 3887, CENTRO",RJ,Rio de Janeiro,2025-11-21 15:07:34
1030,"rua atlantica, 2984, copacabana",RJ,Rio de Janeiro,2025-11-20 07:33:34
1031,"LARGO boavista, 355",PE,Recife,2025-10-28 03:38:34
1032,"entregar na rua paulista, 3974 , bela vista",SP,São Paulo,2025-11-24 13:03:34
1033,"PRAÇA BAHIA, 3433, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-02 22:52:34
1034,"travessa boa viagem, 903, boa viagem",PE,Recife,2025-11-19 17:34:34
1035,"TRAVESSA AFONSO PENA, 3077, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-24 05:12:34
1036,"RUA BORGES DE MEDEIROS, 3571, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-20 01:20:34
1037,"VIELA QUINZE DE NOVEMBRO, 3060, CENTRO, São Paulo",SP,São Paulo,2025-11-11 21:37:34
1038,"alameda da aurora, 1657, boa vista",PE,Recife,2025-11-22 19:05:34
1039,"alameda oswaldo cruz, 1119",RJ,Rio de Janeiro,2025-11-12 07:39:34
1040,"entregar na travessa boavista, 2418 perto da praça, boa viagem",PE,Recife,2025-11-01 00:10:34
1041,"TRAVESSA PAULISTA, 709, BELA VISTA",SP,São Paulo,2025-10-30 04:18:34
1042,"largo consolacao, 3791, consolacao",SP,São Paulo,2025-11-25 21:22:34
1043,"TRAVESSA IPIRANGA, 2682, REPUBLICA",SP,São Paulo,2025-11-08 12:52:34
1044,"R. setembro, 3423",RJ,Rio de Janeiro,2025-11-10 21:00:34
1045,"entregar na rua protasio alves, 3488 em frente ao banco, petropolis",RS,Porto Alegre,2025-11-10 21:57:34
1046,"LARGO PRESIDENTE VARGAS, 4058, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-24 03:01:34
1047,"VIELA DO OUVIDOR, 1786, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 11:34:34
1048,"RUA RIO BRANCO, 3931, próximo ao mercado, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 22:20:34
1049,"LARGO DAS FLORES, 3800, apto 201, JARDIM, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 22:24:34
1050,"PRAÇA QUINZE DE NOVEMBRO, 3804, perto do metrô, CENTRO, São Paulo",SP,São Paulo,2025-11-26 00:45:34
1051,"Praça do comercio, 4350",PE,Recife,2025-11-13 12:05:34
1052,"entregar na travessa w3 norte, 664 próximo ao mercado, asa norte",DF,Brasília,2025-11-03 19:17:34
1053,"RUA CONDE DA BOA VISTA, 910, DERBY",PE,Recife,2025-11-15 06:10:34
1054,"PRAÇA ATLANTICA, 3002, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-06 03:04:34
1055,"travessa copacabana, 1134, copacabana",RJ,Rio de Janeiro,2025-11-19 03:42:34
1056,"travessa dos andradas, 1847, centro",RS,Porto Alegre,2025-11-15 12:17:34
1057,"Alameda amazonas, 447",MG,Belo Horizonte,2025-11-15 06:18:34
1058,"AVENIDA PROTASIO ALVES, 3852, ao lado da escola, PETROPOLIS, Porto Alegre",RS,Porto Alegre,2025-11-05 02:52:34
1059,"LARGO SAO JOAO, 3016, apto 101, REPUBLICA, São Paulo",SP,São Paulo,2025-11-20 06:44:34
1060,"viela rio branco, 1465, centro",RJ,Rio de Janeiro,2025-10-27 18:43:34
1061,"ALAMEDA PAULISTA, 918, perto da praça, BELA VISTA, São Paulo",SP,São Paulo,2025-11-11 15:54:34
1062,"RUA CONSOLACAO, 2402, CONSOLACAO",SP,São Paulo,2025-11-05 02:50:34
1063,"LARGO URUGUAIANA, 2841, CENTRO",RJ,Rio de Janeiro,2025-11-11 21:08:34
1064,"Al. das flores, 1549",RJ,Rio de Janeiro,2025-10-30 12:56:34
1065,"entregar na praça w3 sul, 3373 próximo ao mercado, asa sul",DF,Brasília,2025-11-05 23:59:34
1066,"LARGO BOA VIAGEM, 4861, perto do metrô, BOA VIAGEM, Recife",PE,Recife,2025-11-10 03:21:34
1067,"ALAMEDA TUPIS, 4647, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-10-29 11:39:34
1068,"travessa nove de julho, 3967, republica",SP,São Paulo,2025-11-17 19:40:34
1069,"ALAMEDA DA AURORA, 3735, BOA VISTA, Recife",PE,Recife,2025-11-07 15:04:34
1070,"ALAMEDA W3 NORTE, 1494, ASA NORTE, Brasília",DF,Brasília,2025-10-30 22:05:34
1071,"Est. setembro, 1949",RJ,Rio de Janeiro,2025-11-16 02:41:34
1072,"ALAMEDA BAHIA, 3029, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-20 03:04:34
1073,"PRAÇA ATLANTICA, 2817, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 06:15:34
1074,"alameda paulista, 996",SP,São Paulo,2025-10-28 05:00:34
1075,"LARGO SETEMBRO, 2624, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-25 21:15:34
1076,"PRAÇA PROTASIO ALVES, 2422, PETROPOLIS",RS,Porto Alegre,2025-10-29 11:01:34
1077,"LARGO SETEMBRO, 2775, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-03 04:52:34
1078,"Estrada atlantica, 4514",RJ,Rio de Janeiro,2025-11-26 08:10:34
1079,"LARGO brigadeiro faria lima, 2928",SP,São Paulo,2025-11-25 01:08:34
1080,"TRAVESSA REBOUCAS, 2277, PINHEIROS, São Paulo",SP,São Paulo,2025-11-26 18:15:34
1081,"AVENIDA BAHIA, 4193, CENTRO",MG,Belo Horizonte,2025-11-20 05:29:34
1082,"RUA PROTASIO ALVES, 2958, PETROPOLIS",RS,Porto Alegre,2025-11-21 21:55:34
1083,"praça amazonas, 3164, centro",MG,Belo Horizonte,2025-11-26 11:27:34
1084,"ALAMEDA DA AURORA, 3651, bloco A, BOA VISTA, Recife",PE,Recife,2025-11-24 14:03:34
1085,"viela bahia, 3625, centro",MG,Belo Horizonte,2025-11-20 20:52:34
1086,"VIELA AMAZONAS, 1144, bloco B, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-07 18:40:34
1087,"ALAMEDA CONSOLACAO, 3889, bloco A, CONSOLACAO, São Paulo",SP,São Paulo,2025-11-16 17:50:34
1088,"AVENIDA DO COMERCIO, 55, SAO JOSE",PE,Recife,2025-11-06 12:23:34
1089,"LARGO QUINZE DE NOVEMBRO, 4653, apto 201, CENTRO, São Paulo",SP,São Paulo,2025-11-20 14:56:34
1090,"ALAMEDA DO COMERCIO, 4538, SAO JOSE",PE,Recife,2025-11-25 10:56:34
1091,"LARGO MARQUES DE ITU, 4582, em frente ao banco, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-19 19:59:34
1092,"estrada do ouvidor, 2152, centro",RJ,Rio de Janeiro,2025-10-26 23:56:34
1093,"AVENIDA DOS ANDRADAS, 2357, CENTRO",RS,Porto Alegre,2025-11-21 04:51:34
1094,"RUA IPIRANGA, 978, sala 10, REPUBLICA, São Paulo",SP,São Paulo,2025-11-11 18:11:34
1095,"LARGO CONDE DA BOA VISTA, 4634, DERBY",PE,Recife,2025-10-30 12:09:34
1096,"entregar na avenida dos andradas, 3058 perto do metrô, centro",RS,Porto Alegre,2025-11-08 19:55:34
1097,"Est nove de julho, 4765",SP,São Paulo,2025-11-16 05:53:34
1098,"Praça uruguaiana, 1338",RJ,Rio de Janeiro,2025-11-15 07:09:34
1099,"rua da aurora, 2375, boa vista",PE,Recife,2025-11-09 23:50:34
1100,"TRAVESSA COPACABANA, 1502, apto 101, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-07 15:15:34
1101,"praça boa viagem, 2467, boa viagem",PE,Recife,2025-11-04 22:05:34
1102,"entregar na avenida conde da boa vista, 4378 próximo ao mercado, derby",PE,Recife,2025-10-31 16:49:34
1103,"ALAMEDA URUGUAIANA, 3056, loja 2, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-13 09:51:34
1104,"AVENIDA PAULISTA, 1785, BELA VISTA, São Paulo",SP,São Paulo,2025-11-10 12:56:34
1105,"AVENIDA REBOUCAS, 3419, PINHEIROS",SP,São Paulo,2025-10-28 18:42:34
1106,"rua uruguaiana, 3929, centro",RJ,Rio de Janeiro,2025-11-16 22:26:34
1107,"entregar na largo uruguaiana, 4896 próximo ao mercado, centro",RJ,Rio de Janeiro,2025-11-20 22:30:34
1108,"AVENIDA DAS FLORES, 1822, JARDIM, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 22:40:34
1109,"ALAMEDA BRIGADEIRO FARIA LIMA, 1027, ITAM BIBI, São Paulo",SP,São Paulo,2025-11-22 18:22:34
1110,"AVENIDA PRIMEIRO DE MARÇO, 155, loja 2, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-02 07:47:34
1111,"AVENIDA REBOUCAS, 269, bloco A, PINHEIROS, São Paulo",SP,São Paulo,2025-11-08 19:19:34
1112,"Alameda primeiro de março, 355",RJ,Rio de Janeiro,2025-11-05 20:01:34
1113,"AVENIDA PRESIDENTE VARGAS, 4930, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-08 14:38:34
1114,"RUA DA AURORA, 744, BOA VISTA, Recife",PE,Recife,2025-10-29 21:32:34
1115,"PRAÇA DA AURORA, 1316, bloco A, BOA VISTA, Recife",PE,Recife,2025-11-01 21:10:34
1116,"AVENIDA IPIRANGA, 812, bloco B, REPUBLICA, São Paulo",SP,São Paulo,2025-11-02 20:16:34
1117,"TRAVESSA CONSOLACAO, 2309, CONSOLACAO, São Paulo",SP,São Paulo,2025-10-29 03:49:34
1118,"TRAVESSA PRESIDENTE VARGAS, 4131, loja 2, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-14 22:12:34
1119,"LARGO QUINZE DE NOVEMBRO, 880, CENTRO, São Paulo",SP,São Paulo,2025-10-31 09:25:34
1120,"TRAVESSA AMAZONAS, 4213, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-13 17:01:34
1121,"AVENIDA boa viagem, 3817",PE,Recife,2025-11-22 05:01:34
1122,"ALAMEDA CONDE DA BOA VISTA, 4565, , DERBY, Recife",PE,Recife,2025-11-24 10:18:34
1123,"VIELA PRIMEIRO DE MARÇO, 2324, CENTRO",RJ,Rio de Janeiro,2025-11-06 21:30:34
1124,"TRAVESSA BAHIA, 4538, CENTRO",MG,Belo Horizonte,2025-11-17 07:37:34
1125,"LARGO COPACABANA, 3011, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-25 23:18:34
1126,"entregar na viela presidente vargas, 3589 perto do metrô, centro",RJ,Rio de Janeiro,2025-11-05 18:42:34
1127,"VIELA SETEMBRO, 3282, ao lado da escola, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-22 20:50:34
1128,"AVENIDA PAULISTA, 2980, BELA VISTA, São Paulo",SP,São Paulo,2025-11-16 14:11:34
1129,"AVENIDA AGAMENON MAGALHAES, 1908, loja 1, DERBY, Recife",PE,Recife,2025-11-03 05:32:34
1130,"VIELA VINTE E TRES DE MAIO, 2918, LIBERDADE",SP,São Paulo,2025-11-05 01:24:34
1131,"ALAMEDA BORGES DE MEDEIROS, 1208, loja 2, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-23 17:33:34
1132,"LARGO BORGES DE MEDEIROS, 1891, perto da praça, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-26 17:02:34
1133,"AVENIDA OSWALDO CRUZ, 4081, , BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-21 08:11:34
1134,"entregar na estrada boa viagem, 2481 ao lado da escola, boa viagem",PE,Recife,2025-11-23 18:07:34
1135,"LARGO W3 SUL, 3818, ASA SUL, Brasília",DF,Brasília,2025-11-16 23:18:34
1136,"alameda borges de medeiros, 4444, centro",RS,Porto Alegre,2025-11-01 03:15:34
1137,"rua das flores, 3526",RJ,Rio de Janeiro,2025-11-12 09:55:34
1138,"LARGO do comercio, 3766",PE,Recife,2025-11-21 03:07:34
1139,"ESTRADA MARQUES DE ITU, 4027, VILA BUARQUE",SP,São Paulo,2025-11-22 11:04:34
1140,"entregar na largo do comercio, 897 perto do metrô, sao jose",PE,Recife,2025-11-10 23:14:34
1141,"entregar na largo w3 norte, 3899 perto da praça, asa norte",DF,Brasília,2025-11-10 19:24:34
1142,"LARGO NOVE DE JULHO, 4842, REPUBLICA",SP,São Paulo,2025-11-06 23:27:34
1143,"Pç. sao joao, 504",SP,São Paulo,2025-11-22 09:27:34
1144,"praça das flores, 3118",RJ,Rio de Janeiro,2025-11-15 09:23:34
1145,"RUA DA AURORA, 2001, BOA VISTA, Recife",PE,Recife,2025-11-19 00:30:34
1146,"Avenida rio branco, 2498",RJ,Rio de Janeiro,2025-11-21 20:15:34
1147,"RUA BOA VIAGEM, 3776, em frente ao banco, BOA VIAGEM, Recife",PE,Recife,2025-11-08 03:52:34
1148,"ALAMEDA AFONSO PENA, 168, em frente ao banco, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-08 20:29:34
1149,"entregar na viela do comercio, 2642 , sao jose",PE,Recife,2025-11-01 05:43:34
1150,"entregar na praça consolacao, 4070 perto do metrô, consolacao",SP,São Paulo,2025-11-16 15:10:34
1151,"PRAÇA MARQUES DE ITU, 3572, VILA BUARQUE, São Paulo",SP,São Paulo,2025-11-10 23:55:34
1152,"travessa copacabana, 2355, copacabana",RJ,Rio de Janeiro,2025-11-25 11:13:34
1153,"TRAVESSA AGAMENON MAGALHAES, 754, ao lado da escola, DERBY, Recife",PE,Recife,2025-11-23 02:28:34
1154,"AVENIDA VINTE E TRES DE MAIO, 4641, bloco A, LIBERDADE, São Paulo",SP,São Paulo,2025-11-11 07:36:34
1155,"entregar na avenida da aurora, 2473 próximo ao mercado, boa vista",PE,Recife,2025-11-12 23:15:34
1156,"TRAVESSA BOA VIAGEM, 3395, BOA VIAGEM",PE,Recife,2025-11-18 01:17:34
1157,"ESTRADA TUPIS, 153, perto do metrô, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-10 15:13:34
1158,"travessa borges de medeiros, 3829, centro",RS,Porto Alegre,2025-10-28 00:15:34
1159,"RUA AMAZONAS, 4279, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-15 06:40:34
1160,"ESTRADA IPIRANGA, 2460, loja 1, REPUBLICA, São Paulo",SP,São Paulo,2025-11-13 09:54:34
1161,"travessa copacabana, 3379, copacabana",RJ,Rio de Janeiro,2025-10-31 11:08:34
1162,"ALAMEDA PAULISTA, 4926, BELA VISTA, São Paulo",SP,São Paulo,2025-11-14 13:42:34
1163,"TRAVESSA SETEMBRO, 227, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-01 11:20:34
1164,"VIELA BORGES DE MEDEIROS, 3458, , CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-20 15:32:34
1165,"RUA URUGUAIANA, 2117, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-05 03:38:34
1166,"LARGO atlantica, 164",RJ,Rio de Janeiro,2025-11-16 01:30:34
1167,"VIELA COPACABANA, 2978, perto do metrô, COPACABANA, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-29 18:24:34
1168,"entregar na travessa uruguaiana, 917 perto do metrô, centro",RJ,Rio de Janeiro,2025-11-10 17:16:34
1169,"Al w3 sul, 4067",DF,Brasília,2025-11-07 17:00:34
1170,"PRAÇA BOA VIAGEM, 4787, em frente ao banco, BOA VIAGEM, Recife",PE,Recife,2025-10-31 21:02:34
1171,"VIELA IPIRANGA, 1786, REPUBLICA, São Paulo",SP,São Paulo,2025-11-23 15:36:34
1172,"largo vinte e tres de maio, 3346, liberdade",SP,São Paulo,2025-10-30 02:46:34
1173,"praça borges de medeiros, 926, centro",RS,Porto Alegre,2025-11-09 07:19:34
1174,"alameda ipiranga, 1188, republica",SP,São Paulo,2025-11-10 22:26:34
1175,"R. marques de itu, 4963",SP,São Paulo,2025-11-03 23:34:34
1176,"VIELA NOVE DE JULHO, 2534, perto do metrô, REPUBLICA, São Paulo",SP,São Paulo,2025-11-14 23:42:34
1177,"TRAVESSA W3 NORTE, 3625, ASA NORTE",DF,Brasília,2025-11-26 07:50:34
1178,"ALAMEDA NOVE DE JULHO, 740, apto 301, REPUBLICA, São Paulo",SP,São Paulo,2025-11-17 13:54:34
1179,"LARGO PAULISTA, 2599, loja 1, BELA VISTA, São Paulo",SP,São Paulo,2025-11-01 19:32:34
1180,"LARGO RIO BRANCO, 3860, em frente ao banco, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-28 10:04:34
1181,"AVENIDA AMAZONAS, 1314, próximo ao mercado, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-10 18:27:34
1182,"PRAÇA AFONSO PENA, 3714, , CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-02 19:08:34
1183,"LARGO quinze de novembro, 1115",SP,São Paulo,2025-11-20 00:30:34
1184,"AVENIDA BOA VIAGEM, 908, BOA VIAGEM, Recife",PE,Recife,2025-11-19 04:04:34
1185,"VIELA URUGUAIANA, 2617, CENTRO",RJ,Rio de Janeiro,2025-11-10 21:41:34
1186,"ESTRADA NOVE DE JULHO, 4859, sala 20, REPUBLICA, São Paulo",SP,São Paulo,2025-11-01 11:37:34
1187,"VIELA RIO BRANCO, 3012, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-14 07:56:34
1188,"entregar na rua brigadeiro faria lima, 189 perto do metrô, itam bibi",SP,São Paulo,2025-11-07 00:35:34
1189,"largo rio branco, 1625, centro",RJ,Rio de Janeiro,2025-11-04 15:46:34
1190,"viela agamenon magalhaes, 4919, derby",PE,Recife,2025-11-22 18:26:34
1191,"AVENIDA PAULISTA, 116, ao lado da escola, BELA VISTA, São Paulo",SP,São Paulo,2025-11-13 05:57:34
1192,"AVENIDA BORGES DE MEDEIROS, 1839, perto da praça, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-20 12:31:34
1193,"VIELA BORGES DE MEDEIROS, 1067, CENTRO",RS,Porto Alegre,2025-10-30 14:11:34
1194,"ALAMEDA CONSOLACAO, 1552, CONSOLACAO",SP,São Paulo,2025-11-21 06:59:34
1195,"rua setembro, 2378, centro",RJ,Rio de Janeiro,2025-11-19 01:21:34
1196,"PRAÇA IPIRANGA, 4776, perto do metrô, REPUBLICA, São Paulo",SP,São Paulo,2025-11-12 18:49:34
1197,"ESTRADA DOS ANDRADAS, 2649, em frente ao banco, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-05 14:04:34
1198,"viela do comercio, 4893, sao jose",PE,Recife,2025-11-24 17:14:34
1199,"RUA OSWALDO CRUZ, 2727, BOTAFOGO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-11 09:11:34
1200,"entregar na rua atlantica, 2078 ao lado da escola, copacabana",RJ,Rio de Janeiro,2025-11-14 11:24:34
1201,"Est conde da boa vista, 4584",PE,Recife,2025-11-18 15:17:34
1202,"PRAÇA BORGES DE MEDEIROS, 3835, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-24 10:04:34
1203,"viela w3 sul, 1162, asa sul",DF,Brasília,2025-11-23 10:47:34
1204,"LARGO URUGUAIANA, 2302, próximo ao mercado, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-28 07:31:34
1205,"alameda nove de julho, 4236, republica",SP,São Paulo,2025-11-13 15:29:34
1206,"ESTRADA BORGES DE MEDEIROS, 4553, loja 2, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-25 14:40:34
1207,"travessa oswaldo cruz, 1501",RJ,Rio de Janeiro,2025-11-18 15:04:34
1208,"VIELA TUPIS, 951, CENTRO",MG,Belo Horizonte,2025-11-25 06:27:34
1209,"LARGO EIXO MONUMENTAL, 3750, ASA NORTE",DF,Brasília,2025-11-22 20:54:34
1210,"Av setembro, 2864",RJ,Rio de Janeiro,2025-10-30 11:38:34
1211,"ALAMEDA PAULISTA, 4615, ao lado da escola, BELA VISTA, São Paulo",SP,São Paulo,2025-11-20 02:49:34
1212,"Est w3 sul, 3412",DF,Brasília,2025-11-02 05:06:34
1213,"praça presidente vargas, 213, centro",RJ,Rio de Janeiro,2025-11-04 23:42:34
1214,"Praça agamenon magalhaes, 4837",PE,Recife,2025-11-22 20:44:34
1215,"LARGO TUPIS, 3720, próximo ao mercado, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-06 23:49:34
1216,"rua boavista, 3712, boa viagem",PE,Recife,2025-10-26 21:03:34
1217,"TRAVESSA URUGUAIANA, 399, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-16 19:02:34
1218,"VIELA COPACABANA, 759, COPACABANA",RJ,Rio de Janeiro,2025-11-18 15:34:34
1219,"AVENIDA AGAMENON MAGALHAES, 169, apto 301, DERBY, Recife",PE,Recife,2025-11-21 08:00:34
1220,"Alameda agamenon magalhaes, 1263",PE,Recife,2025-11-11 07:02:34
1221,"ESTRADA MARQUES DE ITU, 2942, , VILA BUARQUE, São Paulo",SP,São Paulo,2025-10-31 09:17:34
1222,"LARGO REBOUCAS, 3650, PINHEIROS",SP,São Paulo,2025-11-11 12:13:34
1223,"AVENIDA AMAZONAS, 3462, sala 20, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-07 15:22:34
1224,"entregar na avenida amazonas, 332 próximo ao mercado, centro",MG,Belo Horizonte,2025-11-11 23:35:34
1225,"LARGO SETEMBRO, 4320, perto do metrô, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-10 18:31:34
1226,"VIELA TUPIS, 649, loja 2, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-17 16:41:34
1227,"TRAVESSA MARQUES DE ITU, 4286, VILA BUARQUE",SP,São Paulo,2025-11-17 02:46:34
1228,"entregar na avenida eixo monumental, 370 , asa norte",DF,Brasília,2025-11-10 07:23:34
1229,"LARGO PRESIDENTE VARGAS, 4657, sala 10, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-15 12:12:34
1230,"RUA RIO BRANCO, 934, perto do metrô, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-12 14:59:34
1231,"VIELA quinze de novembro, 371",SP,São Paulo,2025-10-28 22:30:34
1232,"entregar na largo boa viagem, 3686 próximo ao mercado, boa viagem",PE,Recife,2025-11-16 15:36:34
1233,"avenida quinze de novembro, 4949, centro",SP,São Paulo,2025-10-29 23:43:34
1234,"RUA AMAZONAS, 48, CENTRO",MG,Belo Horizonte,2025-11-23 20:39:34
1235,"LARGO DOS ANDRADAS, 3319, bloco B, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-03 05:30:34
1236,"VIELA conde da boa vista, 2480",PE,Recife,2025-11-22 20:37:34
1237,"RUA PRIMEIRO DE MARÇO, 1542, , CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 05:08:34
1238,"TRAVESSA SETEMBRO, 3570, bloco A, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 18:30:34
1239,"ESTRADA TUPIS, 3883, CENTRO",MG,Belo Horizonte,2025-11-26 17:39:34
1240,"LARGO SETEMBRO, 3974, CENTRO",RJ,Rio de Janeiro,2025-11-26 06:12:34
1241,"entregar na travessa ipiranga, 2416 em frente ao banco, republica",SP,São Paulo,2025-11-25 10:49:34
1242,"VIELA PRESIDENTE VARGAS, 3406, loja 2, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-03 02:11:34
1243,"ALAMEDA EIXO MONUMENTAL, 304, ASA NORTE",DF,Brasília,2025-11-14 05:17:34
1244,"entregar na travessa borges de medeiros, 498 , centro",RS,Porto Alegre,2025-11-13 02:29:34
1245,"AVENIDA EIXO MONUMENTAL, 2195, em frente ao banco, ASA NORTE, Brasília",DF,Brasília,2025-10-29 05:42:34
1246,"PRAÇA BORGES DE MEDEIROS, 3673, em frente ao banco, CENTRO, Porto Alegre",RS,Porto Alegre,2025-11-26 15:31:34
1247,"LARGO REBOUCAS, 2817, PINHEIROS",SP,São Paulo,2025-11-19 04:35:34
1248,"largo boavista, 1075, boa viagem",PE,Recife,2025-11-02 22:25:34
1249,"PRAÇA AFONSO PENA, 3870, apto 201, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-07 14:31:34
1250,"LARGO RIO BRANCO, 1058, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-11-20 15:11:34
1251,"AVENIDA BORGES DE MEDEIROS, 3408, CENTRO",RS,Porto Alegre,2025-11-17 13:36:34
1252,"rua eixo monumental, 149, asa norte",DF,Brasília,2025-10-29 12:27:34
1253,"Est. paulista, 4125",SP,São Paulo,2025-11-16 07:42:34
1254,"AVENIDA BRIGADEIRO FARIA LIMA, 4604, ITAM BIBI, São Paulo",SP,São Paulo,2025-11-11 12:28:34
1255,"rua da aurora, 4564, boa vista",PE,Recife,2025-10-29 15:55:34
1256,"AVENIDA PROTASIO ALVES, 414, PETROPOLIS",RS,Porto Alegre,2025-11-01 05:56:34
1257,"AVENIDA PRIMEIRO DE MARÇO, 4995, apto 101, CENTRO, Rio de Janeiro",RJ,Rio de Janeiro,2025-10-31 03:47:34
1258,"AVENIDA PROTASIO ALVES, 1369, , PETROPOLIS, Porto Alegre",RS,Porto Alegre,2025-10-30 13:51:34
1259,"ESTRADA CONDE DA BOA VISTA, 2394, em frente ao banco, DERBY, Recife",PE,Recife,2025-11-02 04:18:34
1260,"estrada presidente vargas, 2980, centro",RJ,Rio de Janeiro,2025-10-31 16:42:34
1261,"LARGO REBOUCAS, 3406, , PINHEIROS, São Paulo",SP,São Paulo,2025-11-19 05:28:34
1262,"estrada sao joao, 699, republica",SP,São Paulo,2025-11-14 22:01:34
1263,"PRAÇA AFONSO PENA, 2011, CENTRO, Belo Horizonte",MG,Belo Horizonte,2025-11-02 04:23:34
1264,"ESTRADA BRIGADEIRO FARIA LIMA, 3513, ITAM BIBI",SP,São Paulo,2025-10-28 06:52:34
1265,"PRAÇA TUPIS, 244, CENTRO",MG,Belo Horizonte,2025-11-22 20:04:34
1266,"avenida w3 sul, 695, asa sul",DF,Brasília,2025-11-16 08:00:34
1267,"VIELA PAULISTA, 504, BELA VISTA",SP,São Paulo,2025-11-02 19:07:34
1268,"rua setembro, 4259, centro",RJ,Rio de Janeiro,2025-11-13 07:53:34
1269,"alameda eixo monumental, 2570, asa norte",DF,Brasília,2025-11-26 11:52:34
1270,"ESTRADA W3 SUL, 3310, ASA SUL",DF,Brasília,2025-11-06 13:53:34
1271,"LARGO W3 NORTE, 2829, loja 1, ASA NORTE, Brasília",DF,Brasília,2025-11-02 13:53:34
